Listing No,Last Update Date,Listing status,Residence Type,Property Structure,Number Of Room + Hall,Gross/Net m²,Floor,Property Age,Heating Type,Number of Floors,Loan Availability,Furnishing Status,Number of Bathrooms,Structure Type,State of the Building,Usage Status,Title Deed Status,Dues,Swap,Facade,Rental Income,Fuel Type,Authorized Office,City,District,Town,Price
96602-708,23-07-2023,For Sale,Apartment,,3 + 1,175 m2,Middle Floor,New Property,Central,13 Storey,Available,Not Furnished,2,,0,Empty,Condominium,,,"South, East, West",,Gas,Yes,Kayseri,Kocasinan,Ertuğrul Gazi,"
                    1.950.000 TRY
                  "
124397-352,21-07-2023,For Sale,Apartment,Daire,3 + 1,185 m2,Middle Floor,15 at Age,Central,10 Storey,Not Available,,2,Reinforced Concrete,Second Hand,Empty,Floor Easement,,No,"North, East",,Gas,Yes,Kayseri,Melikgazi,Tavlusun,"
                    1.610.000 TRY
                  "
131736-226,07-07-2023,For Sale,Apartment,,2 + 1,105 m2,Middle Floor,New Property,Combi Boiler,4 Storey,Available,Not Furnished,1,,0,Empty,,,,,,,,Kayseri,Develi,Aşık Seyrani,"
                    1.150.000 TRY
                  "
75931-2384,18-07-2023,For Sale,Apartment,Daire,3 + 1,125 m2,Top Floor,New Property,Combi Boiler,4 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Empty,Floor Easement,,No,"North, South, West",,Gas,Yes,Kayseri,Develi,Aşık Seyrani,"
                    1.500.000 TRY
                  "
125888-62,02-07-2023,For Sale,Detached House,Müstakil Ev,8 + 1,300 m2,,35 at Age,Heating Stove,2 Storey,Available,Not Furnished,1,Masonry,Second Hand,Owner,,,No,"South, East, West",,Coal-Wood,Yes,Kayseri,Kocasinan,Yemliha,"
                    1.150.000 TRY
                  "
65701-826,02-08-2023,For Sale,Apartment,Daire,3 + 1,160 m2,13. Floor,20 at Age,Central,14 Storey,Available,Not Furnished,1,,Second Hand,Owner,Condominium,,No,"North, East",,Gas,Yes,Kayseri,Melikgazi,Esenyurt,"
                    1.350.000 TRY
                  "
136068-93,10-07-2023,For Sale,Apartment,,3 + 1,165 m2,8. Floor,11 at Age,Central,14 Storey,Available,Not Furnished,1,,,Owner,Condominium,,No,"North, West",,,,Kayseri,Talas,Mevlana,"
                    1.250.000 TRY
                  "
116875-376,20-06-2023,For Sale,Apartment,Daire,3 + 1,130 m2,Underground 3,New Property,Combi Boiler,5 Storey,Available,Furnished,2,Reinforced Concrete,0,Empty,Floor Easement,,,"North, East",1.500 TRY,Gas,Yes,Kayseri,Develi,Bahçelievler,"
                    1.350.000 TRY
                  "
95003-308,15-07-2023,For Sale,Apartment,,3 + 1,180 m2,5. Floor,New Property,Central Heating (Share Meter),13 Storey,Available,Not Furnished,2,,,Empty,Condominium,300 TRY,No,"North, South, East, West",,,,Kayseri,Kocasinan,Yenidoğan,"
                    2.050.000 TRY
                  "
129317-120,05-07-2023,For Sale,Apartment,,3 + 1,130 m2,1. Floor,25 at Age,Combi Boiler,3 Storey,Not Available,Not Furnished,1,,,,,,,,,,,Kayseri,Kocasinan,Mevlana,"
                    1.500.000 TRY
                  "
132235-131,03-07-2023,For Sale,Apartment,Daire,3 + 1,130 m2,Ground Floor,20 at Age,Combi Boiler,5 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Owner,Condominium,1 TRY,No,"South, East",3.000 TRY,Gas,Yes,Kayseri,Melikgazi,Keykubat,"
                    935.000 TRY
                  "
137421-12,04-08-2023,For Sale,Apartment,Daire,2 + 1,110 m2,Middle Floor,8 at Age,Central,14 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Empty,Floor Easement,250 TRY,No,"South, East",5.250 TRY,Gas,Yes,Kayseri,Talas,Mevlana,"
                    1.300.000 TRY
                  "
135339-45,24-07-2023,For Sale,Apartment,,3 + 1,175 m2,5. Floor,4 at Age,Combi Boiler,5 Storey,Available,Furnished,2,,,Owner,Condominium,75 TRY,No,"North, East, West",,,,Kayseri,Melikgazi,Şirintepe,"
                    1.734.000 TRY
                  "
129368-144,06-07-2023,For Sale,Apartment,Daire,2 + 1,90 m2,Partially Basement,30 at Age,Combi Boiler,4 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Tenanted,Condominium,50 TRY,No,"South, West",2.000 TRY,Gas,Yes,Kayseri,Kocasinan,Fevzi Çakmak,"
                    490.000 TRY
                  "
130149-151,12-06-2023,For Sale,Villa,,7 + 1,2.350 m2,Garden Floor,11 at Age,Heating Stove,3 Storey,Available,Not Furnished,2,,,Owner,Floor Easement,,No,,,,,Kayseri,Kocasinan,Çevril,"
                    3.750.000 TRY
                  "
73912-2147,05-08-2023,For Sale,Apartment,,3 + 1,175 m2,14. Floor,11 at Age,Central,15 Storey,Not Available,Not Furnished,1,,,Tenanted,Condominium,,No,"South, East",,,,Kayseri,Talas,Mevlana,"
                    1.335.000 TRY
                  "
138804-22,05-08-2023,For Sale,Apartment,,3 + 1,165 m2,4. Floor,21 at Age,Combi Boiler,5 Storey,Available,Not Furnished,1,,,Owner,Condominium,50 TRY,No,,,,,Kayseri,Melikgazi,Hürriyet,"
                    2.200.000 TRY
                  "
99212-2477,21-07-2023,For Sale,Apartment,Daire,3 + 1,135 m2,1. Floor,New Property,Combi Boiler,4 Storey,Available,Not Furnished,2,Reinforced Concrete,0,Empty,Condominium,,No,"North, South, East, West",,Gas,Yes,Kayseri,Develi,Harman,"
                    1 TRY
                  "
138969-3,20-07-2023,For Sale,Apartment,Dubleks,5 + 1,265 m2,Top Floor,New Property,Combi Boiler,4 Storey,Available,Not Furnished,2,Reinforced Concrete,0,Empty,Condominium,,No,"East, West",12.000 TRY,Gas,Yes,Kayseri,Develi,Harman,"
                    3.000.000 TRY
                  "
131402-212,27-07-2023,For Sale,Apartment,,3 + 1,375 m2,Garden Floor,26 at Age,Heating Stove,2 Storey,Not Available,,3,,,Empty,,,No,,,,,Kayseri,Melikgazi,Hürriyet,"
                    1.600.000 TRY
                  "
124543-280,21-07-2023,For Sale,Cooperative,Daire,2 + 1,110 m2,6. Floor,New Property,Central Heating (Share Meter),12 Storey,Not Available,Not Furnished,1,Reinforced Concrete,Under Construction,Empty,,,No,"North, South, East, West",,Gas,Yes,Kayseri,Melikgazi,Yeşilyurt,"
                    292.000 TRY
                  "
125486-1520,05-08-2023,For Sale,Apartment,,3 + 1,155 m2,6. Floor,16 at Age,Central,15 Storey,Available,Not Furnished,1,,,Owner,Condominium,300 TRY,No,"South, West",,,,Kayseri,Talas,Mevlana,"
                    1.200.000 TRY
                  "
123667-148,09-07-2023,For Sale,Apartment,,3 + 1,175 m2,4. Floor,5 at Age,Combi Boiler,14 Storey,Available,Not Furnished,2,,,Tenanted,Condominium,200 TRY,No,South,,,,Kayseri,Melikgazi,Sakarya,"
                    1.455.000 TRY
                  "
126474-284,24-06-2023,For Sale,Villa,Dubleks,5 + 2,310 m2,,4 at Age,Floor Heater,2 Storey,Not Available,Furnished,2,Reinforced Concrete,Second Hand,Owner,Condominium,,,"North, South, East, West",,Coal-Wood,Yes,Kayseri,Kocasinan,Hasan Arpa,"
                    7.900.000 TRY
                  "
134958-266,11-06-2023,For Sale,Apartment,Daire,3 + 1,165 m2,5. Floor,8 at Age,Central Heating (Share Meter),14 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Empty,Condominium,,No,"North, South",4.500 TRY,Gas,Yes,Kayseri,Melikgazi,19 Mayıs,"
                    1.360.000 TRY
                  "
132642-7,25-06-2023,For Sale,Detached House,Müstakil Ev,3 + 1,200 m2,,30 at Age,Combi Boiler,2 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Empty,,,,"South, East",,Gas,Yes,Kayseri,Melikgazi,Hürriyet,"
                    2.000.000 TRY
                  "
114614-986,18-07-2023,For Sale,Apartment,Dubleks,7 + 1,350 m2,Middle Floor,New Property,Combi Boiler,4 Storey,Available,Not Furnished,3,Reinforced Concrete,0,Empty,Condominium,,No,"South, East, West",,Gas,Yes,Kayseri,Develi,Camiicedit,"
                    2.600.000 TRY
                  "
94040-357,06-08-2023,For Sale,Apartment,Daire,2 + 1,120 m2,1. Floor,20 at Age,Heating Stove,5 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Empty,Condominium,,No,"North, West",1.250 TRY,Coal-Wood,Yes,Kayseri,İncesu,Gönenkent,"
                    710.000 TRY
                  "
121687-155,03-08-2023,For Sale,Apartment,Daire,2 + 1,89 m2,Middle Floor,2 at Age,Central Heating (Share Meter),9 Storey,Available,Furnished,1,Reinforced Concrete,Second Hand,Tenanted,Condominium,,No,West,6.500 TRY,Gas,Yes,Kayseri,Kocasinan,Şeker,"
                    1.299.000 TRY
                  "
134326-9,03-07-2023,For Sale,Apartment,Daire,3 + 1,180 m2,5. Floor,30 at Age,Heating Stove,5 Storey,Available,Not Furnished,1,Reinforced Concrete,Second Hand,Tenanted,Condominium,,No,,,Coal-Wood,Yes,Kayseri,Melikgazi,Gülük,"
                    608.000 TRY
                  "
87047-1174,14-07-2023,For Sale,Apartment,,3 + 1,170 m2,7. Floor,2 at Age,Central Heating (Share Meter),12 Storey,Available,,2,,,,,,,,,,,Kayseri,Kocasinan,Osmangazi,"
                    1.650.000 TRY
                  "
134967-141,01-08-2023,For Sale,Apartment,,3 + 1,165 m2,7. Floor,26 at Age,Central,8 Storey,Available,Not Furnished,1,,,Tenanted,Condominium,,No,"North, East",,,,Kayseri,Kocasinan,Mimarsinan,"
                    1.000.000 TRY
                  "
132363-405,02-08-2023,For Sale,Apartment,,4 + 1,240 m2,6. Floor,26 at Age,Combi Boiler,7 Storey,Not Available,Furnished,2,,,Empty,Condominium,80 TRY,No,"North, South, West",,,,Kayseri,Kocasinan,Gevhernesibe,"
                    1.825.000 TRY
                  "
692460-885,08-07-2023,For Sale,Apartment,Daire,2 + 1,120 m2,2. Floor,New Property,Combi Boiler,6 Storey,Available,Not Furnished,1,,0,Empty,,,No,"South, East",,Gas,Yes,Kayseri,Develi,Mehmet Akif Ersoy,"
                    1.475.000 TRY
                  "
84609-2906,18-07-2023,For Sale,Apartment,Daire,5 + 1,280 m2,1. Floor,30 at Age,Central,8 Storey,Available,Not Furnished,3,Reinforced Concrete,Second Hand,Empty,Condominium,1.000 TRY,No,"North, South, West",,Gas,Yes,Kayseri,Melikgazi,Kılıçaslan,"
                    2.499.000 TRY
                  "
